시군명,정류소명,정류소영문명,정류소id,정류소번호,중앙차로여부,관할관청,위치,WGS84위도,WGS84경도
광주시,봉현리(경유),,277102157,,,,,37.3432000000,127.3933833000
광주시,봉현리(경유),,277102156,,,,,37.3448667000,127.3989167000
광주시,봉현리입구,Bonghyeon-ri,234000878,38770,노변정류장,경기도 광주시,,37.3452167000,127.3950333000
광주시,봉현리종점,Bonghyeon-ri Bus Terminal ,234000880,38769,노변정류장,경기도 광주시,,37.3423333000,127.4045667000
광주시,봉현리종점,Bonghyeon-ri Bus Terminal ,234000879,38870,노변정류장,경기도 광주시,,37.3422500000,127.4045667000
광주시,부대입구,Army Unit,234000709,38920,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3566000000,127.2467167000
광주시,부항1리,Buhang 1,234000791,38567,노변정류장,경기도 광주시,,37.3567000000,127.3870500000
광주시,부항1리,Buhang 1-ri,234000983,38976,노변정류장,경기도 광주시,,37.3562333000,127.3867000000
광주시,부항1리마을회관,Buhang 1-ri Community Center,234000982,38979,노변정류장,경기도 광주시,,37.3580500000,127.3936167000
광주시,부항1리서낭당,Buhang 1-ri Seonangdang,234000789,38892,노변정류장,경기도 광주시,,37.3554833000,127.3833833000
광주시,부항1리회관앞,Buhang 1-ri Community Center,234000872,38872,노변정류장,경기도 광주시,,37.3577667000,127.3937833000
광주시,부항2리종점,Buhang 2-ri Bus Terminal ,234000875,38772,노변정류장,경기도 광주시,,37.3538167000,127.4050333000
광주시,부항2리종점,Buhang 2-ri Bus Terminal ,234000874,38773,노변정류장,경기도 광주시,,37.3536667000,127.4049000000
광주시,부항리입구,Buhang-ri,234000987,38985,노변정류장,경기도 광주시,,37.3568167000,127.3957500000
광주시,부항리입구,Buhang-ri,234000988,38975,노변정류장,경기도 광주시,,37.3566333000,127.3958667000
광주시,부항선안당,Buhangseonandang,234000984,38978,노변정류장,경기도 광주시,,37.3563833000,127.3783333000
광주시,부향리입구,Buhyang-ri,234000978,38986,노변정류장,경기도 광주시,,37.3565167000,127.3960667000
광주시,분원농협,Bunwon Nonghyup,234000128,38346,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4944000000,127.3025500000
광주시,분원농협,Bunwon Nonghyup,234000135,38348,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4946167000,127.3025500000
광주시,분원초교,Bunwon Elementary School ,234000129,38343,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4958500000,127.3011833000
광주시,분원초교,Bunwon Elementary School ,234000610,38342,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4960667000,127.3012167000
광주시,불당리.벌교집앞,"Buldang-ri, Beolgyojip",234000440,38510,노변정류장,경기도 광주시,,37.4583000000,127.2163167000
광주시,불당리.벌교집앞,"Buldang-ri, Beolgyojip",234000692,38509,노변정류장,경기도 광주시,,37.4585167000,127.2164333000
광주시,불법사입구,Bulbeopsa,234000657,38698,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4213667000,127.3177500000
광주시,불법사입구,Bulbeopsa,234000659,38851,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4214000000,127.3177500000
광주시,브라운스톤아파트,Brown Stone Apartment,234000179,38320,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4171833000,127.2744667000
광주시,브라운스톤아파트,Brown Stone Apartment,234000180,38319,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4168500000,127.2731833000
광주시,빙그레.코아로아파트,"Bingre, Koaru Apartment ",234000340,38391,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3608000000,127.3160667000
광주시,빙그레.코아로아파트,"Bingre, Koaru Apartment ",234000360,38392,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3603167000,127.3161500000
광주시,사기소두성물류,Sagiso Doosung Transport,234000815,38888,노변정류장,경기도 광주시,,37.3067500000,127.3253167000
광주시,사기소두성물류,Sagiso Doosung Transport,234000816,38694,노변정류장,경기도 광주시,,37.3068167000,127.3252000000
광주시,사슴농장입구,Deer Farm,234001128,54109,노변정류장,경기도 광주시,,37.3556167000,127.3353333000
광주시,산성리(경유),,277102060,,,,,37.4758500000,127.1832000000
광주시,산성리관리사무소앞,Sanseong-ri Management Office ,234000699,38515,노변정류장,경기도 광주시,,37.4767500000,127.1889000000
광주시,산성리관리사무소앞,Sanseong-ri Management Office ,234000459,38516,노변정류장,경기도 광주시,,37.4766500000,127.1887167000
광주시,산이리한국유통,Sani-ri Korea Wholesale Distribution,234000755,38904,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3637333000,127.3135500000
광주시,산이리한국유통,Sani-ri Korea Wholesale Distribution,234000756,38935,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3642333000,127.3142167000
광주시,산하빌라,Sanha Villa,234000492,38050,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3668167000,127.1680000000
광주시,산하빌라,Sanha Villa,234000448,38049,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3667833000,127.1680667000
광주시,삼거리,Samgeori,234000529,38022,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3684833000,127.1624167000
광주시,삼거리,Samgeori,234000530,38023,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3687167000,127.1620167000
광주시,삼동.갈마주유소,"Sam-dong, Galma Gas Station",234000066,38097,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4119500000,127.2007500000
광주시,삼동.갈마주유소,"Sam-dong, Galma Gas Station",234000063,38101,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4118000000,127.2014833000
광주시,삼동역,Samdong Station ,234001165,54145,노변정류장,경기도 광주시,경기도 광주시 중대동,37.4085833000,127.2036167000
광주시,삼동역.바깥가지울,"Samdong Station, Bakkatgajiul",234000027,38094,노변정류장,경기도 광주시,,37.4112000000,127.2000167000
광주시,삼동역.바깥가지울,"Samdong Station, Bakkatgajiul",234000024,38095,노변정류장,경기도 광주시,,37.4108000000,127.2004833000
광주시,삼동역육교,Samdong Station Overpass,234001169,54149,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4094500000,127.2046667000
광주시,삼동역육교,Samdong Station Overpass,234001168,54148,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4096667000,127.2040167000
광주시,삼동우남아파트,Sam-dong Woonam Apartment ,234000026,38092,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4103667000,127.1994167000
광주시,삼동우남아파트,Sam-dong Woonam Apartment,234000025,38093,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4104667000,127.1994500000
광주시,삼동입구,Sam-dong,234000843,38730,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4101000000,127.2028000000
광주시,삼동입구,Sam-dong,234001167,54147,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4116333000,127.2033500000
광주시,삼동입구,Sam-dong,234000842,38731,노변정류장,경기도 광주시,경기도 광주시 삼동,37.4101667000,127.2028667000
광주시,삼동종점,Samdong Bus Terminal ,234000951,38941,노변정류장,경기도 광주시,,37.4176000000,127.2040833000
광주시,삼리.킴스빌리지.현진에버빌아파트,"Sam-ri, Kim's Village, Hyunjin Evervill Apartment ",234000359,38409,노변정류장,경기도 광주시,,37.3552500000,127.3265333000
광주시,삼리.킴스빌리지.현진에버빌아파트,"Sam-ri, Kim's Village, Hyunjin Evervill Apartment ",234000341,38406,노변정류장,경기도 광주시,,37.3561000000,127.3252500000
광주시,삼성리,Samseong-ri,234000173,38816,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4833000000,127.2814833000
광주시,삼성리,Samseong-ri,234000170,38597,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4828000000,127.2812667000
광주시,삼성리,Samseong-ri,234000169,38817,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4731833000,127.2754500000
광주시,삼성리앞,Samseong-ri,234000172,38595,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4907667000,127.2827167000
광주시,삼성리앞,Samseong-ri ,234000171,38596,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4909333000,127.2824667000
광주시,삼성리입구,Samseong-ri ,234000688,38709,노변정류장,경기도 광주시,경기도 광주시 남종면,37.4730833000,127.2755500000
광주시,삼성빌라.희망교회,"Samsung Villa, Huimang Church ",234000295,38259,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3920000000,127.2524167000
광주시,삼성빌라.희망교회,"Samsung Villa, Huimang Church ",234000522,38258,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3920833000,127.2525167000
광주시,삼육재활센타,Samyook Rehabilitation Center,234000642,38750,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4182833000,127.2886833000
광주시,삼육재활센타,Samyook Rehabilitation Center,234000185,38592,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4183833000,127.2884500000
광주시,삼합리.고개,,234001193,38994,,,,37.3811833000,127.4453167000
광주시,삼합리.고개,,234001192,38993,,,,37.3811333000,127.4454667000
광주시,삼합리.국정개,"Samhap-ri, Gukjeonggae",234000666,38848,노변정류장,경기도 광주시,,37.3803000000,127.4371500000
광주시,삼합리.국정개,"Samhap-ri, Gukjeonggae",234000661,38850,노변정류장,경기도 광주시,,37.3801333000,127.4372000000
광주시,삼합리진골,Samhap-ri Jingol,234000667,38741,노변정류장,경기도 광주시,,37.3786167000,127.4299333000
광주시,삼합리진골,Samhap-ri Jingol ,234000660,38683,노변정류장,경기도 광주시,,37.3785333000,127.4300333000
광주시,상림1리,Sangnim 1-ri ,234000242,38831,노변정류장,경기도 광주시,,37.3091333000,127.3179167000
광주시,상림2리상림교,Sangnim 2-ri Sangnimgyo,234000235,38833,노변정류장,경기도 광주시,,37.3174833000,127.3054667000
광주시,상림2리상림교,Sangnim 2-ri Sangnim Bridge,234000240,38645,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3175500000,127.3055333000
광주시,상림2리정자나무,Sangnim 2-ri Jeongjanamu,234000241,38644,노변정류장,경기도 광주시,,37.3159833000,127.3069833000
광주시,상림2리정자앞,Sangnim 2-ri Pavilion ,234000234,38649,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3158833000,127.3068500000
광주시,상림3리,Sangnim 3-ri ,234000233,38650,노변정류장,경기도 광주시,,37.3091000000,127.3178167000
광주시,상림리(경유),,277102192,,,,,37.3120000000,127.2954833000
광주시,상림리(경유),,277102193,,,,,37.3173667000,127.2999667000
광주시,상림리입구,Sangnim-ri,234000887,38789,노변정류장,경기도 광주시,,37.3197667000,127.3081667000
광주시,상림리입구,Sangnim-ri,234000940,38541,노변정류장,경기도 광주시,,37.3197500000,127.3080000000
광주시,상림입구,Neungan Maeul ,234000888,38788,노변정류장,경기도 광주시,,37.3178167000,127.3049500000
광주시,상번천,Sangbeoncheon,234000276,38310,노변정류장,경기도 광주시,,37.4465167000,127.2647333000
광주시,상번천,Sangbeoncheon ,234000277,38311,노변정류장,경기도 광주시,,37.4465833000,127.2649333000
광주시,상번천2리,Sangbeoncheon 2-ri ,234000067,38629,노변정류장,경기도 광주시,,37.4461167000,127.2706167000
광주시,상번천졸음쉼터(경유),,277103565,,,,,37.4489500000,127.2729833000
광주시,상번천졸음쉼터(경유),,277103566,,,,,37.4488333000,127.2736167000
광주시,새광주주유소,Saegwang Gas Station,234000371,38315,노변정류장,경기도 광주시,경기도 광주시 쌍령동,37.4046667000,127.2679500000
광주시,서하리,Seoha-ri,234001021,54016,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4314167000,127.3077000000
광주시,서하리,Seoha-ri,234000101,38551,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4310167000,127.3078833000
광주시,서하리안골,Seoha-ri Angol ,234000093,38611,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4350500000,127.3081667000
광주시,서하리안골,Seoha-ri Angol ,234000100,38606,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4350000000,127.3083000000
광주시,석재공장앞,Stone Carving Factory,234000936,38785,노변정류장,경기도 광주시,,37.3630667000,127.3536833000
광주시,석재공장앞,Stone Carving Factory,234000934,38780,노변정류장,경기도 광주시,,37.3616167000,127.3537500000
광주시,선동2리.철탑,"Seondong 2-ri,",234000111,38389,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3874000000,127.3157167000
광주시,선동2리.철탑,"Seondong 2-ri, Cheoltap",234000116,38390,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3876333000,127.3155000000
광주시,선동교회앞,Seon-dong Church ,234000751,38835,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3774667000,127.3216167000
광주시,선동교회앞,Seondong Church ,234000752,38834,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3773167000,127.3218500000
광주시,선동리(경유),,277101861,,,,,37.3791167000,127.3128333000
광주시,선동리(경유),,277101869,,,,,37.3785333000,127.3119833000
광주시,선동리.미니마트,"Seondong-ri, Mini Mart",234000112,38528,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3802333000,127.3166333000
광주시,선동리.미니마트,"Seondong-ri, Mini Mart",234000115,38395,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3805000000,127.3165167000
광주시,선동초교앞,Sundong Elementary School,234001086,54054,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3773333000,127.3171500000
광주시,선동초교앞,Sundong Elementary School,234001085,54053,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3773333000,127.3169667000
광주시,선동초등학교,Sundong Elementary School,234000753,38724,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3770000000,127.3176167000
광주시,선동초등학교,Sundong Elementary School,234000754,38723,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3768667000,127.3175500000
광주시,선린마을.남촌풀장,"Seollin Maeu, Namchon Swimming Pool",234000616,38865,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3899000000,127.2878333000
광주시,선린마을.남촌풀장,"Seollin Maeu, Namchon Swimming Pool",234000617,38749,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3900833000,127.2875667000
광주시,선장골,Seonjanggol,234001012,54005,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3891167000,127.3214667000
광주시,설월리입구,Seorwol-ri ,234000662,38680,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4277000000,127.2884833000
광주시,성금,Seonggeum,234001152,54132,노변정류장,경기도 광주시,경기도 광주시 송정동,37.3748333000,127.2378000000
광주시,성령교회,Holy Spirit Church ,234000434,38149,노변정류장,경기도 광주시,경기도 광주시 중대동,37.4030667000,127.2201333000
광주시,성민교회,Seongmin Church ,234000570,38148,노변정류장,경기도 광주시,경기도 광주시 목현동,37.4351500000,127.2188333000
광주시,성민교회,Seongmin Church ,234000569,38147,노변정류장,경기도 광주시,경기도 광주시 목현동,37.4352333000,127.2186167000
광주시,세광아파트,Segwang Apartment ,234000182,38328,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4256333000,127.2876333000
광주시,세광아파트,Segwang Apartment,234000181,38327,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4255333000,127.2875833000
광주시,세진산업개발,Sejin Industrial Development ,234000046,38098,노변정류장,경기도 광주시,경기도 광주시 직동,37.3999000000,127.2008500000
광주시,소설악휴게소,Soseorak Rest Area,234001088,54060,노변정류장,경기도 광주시,,37.4605167000,127.2131333000
광주시,소설악휴게소앞,Soseorak Rest Area,234001087,54059,노변정류장,경기도 광주시,,37.4607000000,127.2131500000
광주시,소쌍.동광.e편안세상,"Sossang, Dongwang, e-pyeonhansesang",234000365,38338,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3781333000,127.2954667000
광주시,소쌍.동광.e편안세상,"Sossang, Dongwang, e-pyeonhansesang",234000336,38339,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3759500000,127.2963333000
광주시,소죽골앞,Sojukgol,234000218,38659,노변정류장,경기도 광주시,,37.3844667000,127.4056000000
광주시,소죽골앞,Sojukgol,234000213,38813,노변정류장,경기도 광주시,,37.3849833000,127.4055667000
광주시,속새벌,Soksaebeol,234000882,38869,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4705500000,127.3338167000
광주시,속새벌,Soksaebeol,234000881,38784,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4706500000,127.3337667000
광주시,솔치마을,Solchi Maeul ,234000274,38308,노변정류장,경기도 광주시,,37.4416000000,127.2632667000
광주시,솔치마을,Solchi Maeul ,234000279,38309,노변정류장,경기도 광주시,,37.4425167000,127.2637000000
광주시,송정교,Songjeonggyo Bridge,234000272,38295,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4144333000,127.2599667000
광주시,송정교.경화여고,"Songjeonggyo Bridge, Kyunghwa High School ",234000282,38468,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4146833000,127.2603167000
광주시,송정교북단,Songjeonggyo Bridge North ,234001155,54135,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4141833000,127.2586000000
광주시,송정교북단,Songjeonggyo Bridge North ,234001156,54136,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4140500000,127.2592333000
광주시,송정대주아파트,Songjeong Daeju Apartment ,234000823,38885,노변정류장,경기도 광주시,,37.4312833000,127.2552500000
광주시,송정대주아파트,Songjeong Daeju Apartment ,234001028,54003,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4314500000,127.2555167000
광주시,송정동주민센터,Songjeong-dong Community Center,234000849,38580,노변정류장,경기도 광주시,경기도 광주시 탄벌동,37.4191333000,127.2467167000
광주시,송정동주민센터,Songjeong-dong Community Center,234000848,38579,노변정류장,경기도 광주시,경기도 광주시 탄벌동,37.4190167000,127.2465833000
광주시,송정동주민센터.탄벌초교,"Songjeong-dong Community Center, Tanbeol Elementary School ",234000393,38241,노변정류장,경기도 광주시,경기도 광주시 탄벌동,37.4194167000,127.2465333000
광주시,송정동주민센터.탄벌초교,"Songjeong-dong Community Center, Tanbeol Elementary School",234000404,38243,노변정류장,경기도 광주시,경기도 광주시 탄벌동,37.4193500000,127.2467833000
광주시,송정동현대아파트,Songjeong-dong Hyundai Apartment ,234000950,38535,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4183000000,127.2587833000
광주시,송정동현대아파트,Songjeong-dong Hyundai Apartment,234000949,38536,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4181000000,127.2591500000
광주시,송정소방서,Songjeong Fire Station ,234000641,38856,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4148833000,127.2641667000
광주시,송정소방서,Songjeong Fire Station,234000640,38751,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4149667000,127.2641833000
광주시,송정펌프장앞,Songjeong Pump Plant ,234001082,54051,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4145500000,127.2660000000
광주시,수레실.능평1리마을회관,"Suresil, Neungpyeong 1-ri Community Center",234001079,54048,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3484500000,127.1573500000
광주시,수레실.오포롯데캐슬,", Opo Lotte Castle Apartment ",234000053,38045,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3515500000,127.1661500000
광주시,수레실전원교회.오포롯데캐슬,"Suresil Jeonwon Church, Opo Lotte Castle Apartment ",234000060,38042,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3516833000,127.1658167000
광주시,수산나요양원,Susanna Seniors Healthcare Center,234001161,54141,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3959667000,127.2973500000
광주시,수양1리,Suyang 1-ri,234000354,38449,노변정류장,경기도 광주시,,37.3363500000,127.3700667000
광주시,수양2리,Suyang 2-ri,234000353,38456,노변정류장,경기도 광주시,,37.3339000000,127.3749500000
광주시,수양2리,Suyang 2-ri ,234000346,38934,노변정류장,경기도 광주시,,37.3340500000,127.3753333000
광주시,수양3리마을입구,Suyang 3-ri Maeul ,234000345,38448,노변정류장,경기도 광주시,,37.3371333000,127.3679667000
광주시,수양4리,Suyang 4-ri,234000352,38460,노변정류장,경기도 광주시,,37.3323500000,127.3804500000
광주시,수양4리,Suyang 4-ri ,234000347,38461,노변정류장,경기도 광주시,,37.3323000000,127.3808667000
광주시,수왕사,Suwangsa,234000876,38871,노변정류장,경기도 광주시,,37.3557500000,127.3992000000
광주시,수왕사,Suwangsa,234000873,38774,노변정류장,경기도 광주시,,37.3557833000,127.3990667000
광주시,수진농장앞,Sujin Farm,234001121,54116,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4494167000,127.3070833000
광주시,수진농장앞,Sujin Farm,234001120,54168,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4495833000,127.3070667000
광주시,수청1리,Sucheong 1-ri ,234000606,38454,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5060000000,127.3741500000
광주시,수청1리,Sucheon 1-ri ,234000018,38455,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5059167000,127.3741833000
광주시,수청1리(경유),,277101930,,,,,37.5088667000,127.3713833000
광주시,수청2리,Sucheon 2-ri,234000011,38453,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5123000000,127.3712667000
광주시,수청2리,Sucheong 2-ri,234000013,38630,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5129000000,127.3705833000
광주시,수청2리작은청탄,Sucheong 2-ri Jageuncheongtan,234000012,38807,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5122500000,127.3711500000
광주시,수청리,Sucheong-ri,234000672,54174,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5007167000,127.3800667000
광주시,수청리,Sucheong-ri,234000870,54166,노변정류장,경기도 광주시,경기도 광주시 남종면,37.5008167000,127.3802000000
광주시,스파랜드,Spa Land,234000685,38759,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4780167000,127.3701833000
광주시,스파랜드,Spa Land,234000684,38760,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4779667000,127.3700833000
광주시,시곡농장,Sigok Farm,234000044,38106,노변정류장,경기도 광주시,경기도 광주시 목동,37.3845167000,127.2039000000
광주시,시곡농장,Sigok Farm,234000586,38108,노변정류장,경기도 광주시,경기도 광주시 목동,37.3841667000,127.2042333000
광주시,시매장,Simaejang,234001159,54139,노변정류장,경기도 광주시,경기도 광주시 퇴촌면,37.4778833000,127.3507333000
광주시,시매장,Simaejang,234000683,38761,노변정류장,경기도 광주시,,37.4780500000,127.3508500000
광주시,시민교회,Simin Church ,234000846,38569,노변정류장,경기도 광주시,경기도 광주시 회덕동,37.4289333000,127.2466833000
광주시,시민교회,Simin Church ,234000845,38555,노변정류장,경기도 광주시,경기도 광주시 회덕동,37.4287000000,127.2467333000
광주시,시안공원묘지.주성엔지니어링,"Sian Memorial Park, Juseong Engineering",234000415,38081,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3500000000,127.1853167000
광주시,시안공원묘지.주성엔지니어링,"Sian Memorial Park, Juseong Engineering",234000432,38082,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3499833000,127.1855500000
광주시,시어골,Sieogol ,234000890,38936,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3081833000,127.2909000000
광주시,시어골,Sieogol,234000889,38868,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3080000000,127.2908667000
광주시,시청,City Hall,234001025,54008,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4297667000,127.2552167000
광주시,시청,City Hall,234001026,54006,노변정류장,경기도 광주시,경기도 광주시 송정동,37.4298000000,127.2538000000
광주시,시청(경유),,277102404,,,,,37.4284333000,127.2522167000
광주시,신대리입구,Sindae-ri ,234001129,54110,노변정류장,경기도 광주시,,37.3536333000,127.3370333000
광주시,신영프로방스.현대물류센타,"Sinyeong Provence, Hyundai Logistics Center",234000421,38136,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3528500000,127.2145167000
광주시,신영프로방스.현대물류센타,"Sinyeong Provence, Hyundai Logistics Center",234000426,38139,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3533000000,127.2148833000
광주시,신우냉장,Shinwoo Coldstorage,234000827,38736,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3216833000,127.3404000000
광주시,신우냉장,Shinwoo Coldstorage,234000826,38884,노변정류장,경기도 광주시,경기도 광주시 도척면,37.3215167000,127.3404000000
광주시,신월1리.두들기마을,"Sinwol 1-ri, Dudeulgi Maeul ",234000118,38380,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3961167000,127.3122000000
광주시,신월1리.두들기마을,"Sinwol 1-ri, Dudeulgi Maeul ",234000109,38525,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3959333000,127.3125833000
광주시,신월1리.두월부락,"Sinwol 1-ri, Duwolburak",234000108,38377,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3999833000,127.3107500000
광주시,신월1리.두월부락,"Sinwol 1-ri, Duwolburak",234000119,38378,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.4001333000,127.3105667000
광주시,신월3리.숫골마을.감로사입구,"Sinwol 3-ri, Sutgol Maeul, Gamrosa",234000110,38386,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3929667000,127.3137667000
광주시,신월3리.숫골마을.감로사입구,"Sinwol 3-ri, Sutgol Maeul, Gamrosa",234000117,38385,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3930000000,127.3136333000
광주시,신일기업,Sinil Company ,234000485,38029,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3621000000,127.1634000000
광주시,신일기업,Sinil Company ,234000484,38028,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3619500000,127.1632833000
광주시,신일아파트,Shinil Apartment ,234000194,38332,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3951333000,127.2914833000
광주시,신일아파트,Shinil Apartment ,234000736,38933,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3898333000,127.2953000000
광주시,신일아파트,Shinil Apartment ,234000398,38196,노변정류장,경기도 광주시,경기도 광주시 목현동,37.4302000000,127.2366667000
광주시,신일아파트,Shinil Apartment ,234000191,38331,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3950500000,127.2913000000
광주시,신일아파트입구,Shinil Apartment ,234000197,38336,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3875500000,127.2947667000
광주시,신일아파트입구,Shinil Apartment ,234000202,38670,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3872333000,127.2959333000
광주시,신일아파트입구,Shinil Apartment ,234000947,38520,노변정류장,경기도 광주시,경기도 광주시 초월읍,37.3874333000,127.2947500000
광주시,신일아파트입구,Shinil Apartment ,234000399,38195,노변정류장,경기도 광주시,경기도 광주시 회덕동,37.4305000000,127.2365667000
광주시,신일아파트후문,Shinil Apartment Back Gate,234000919,38800,노변정류장,경기도 광주시,,37.3938500000,127.2919500000
광주시,신일아파트후문,Sinil Apartment Back Gate,234000918,38801,노변정류장,경기도 광주시,,37.3939167000,127.2919333000
광주시,신촌리,Sinchon-ri,234000348,38463,노변정류장,경기도 광주시,,37.3284167000,127.3896333000
광주시,신촌리,Sinchon-ri ,234000351,38462,노변정류장,경기도 광주시,,37.3281500000,127.3887000000
광주시,신한의료고무,Shinhan Medical Rubber,234000496,38055,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3701500000,127.1691833000
광주시,신한의료고무,Shinhan Medical Rubber,234000495,38056,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3701667000,127.1692667000
광주시,신현3리,Sinhyeon 3-ri,234000453,38007,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3599333000,127.1582000000
광주시,신현3리,Sinhyeon 3-ri,234001140,54123,노변정류장,경기도 광주시,경기도 광주시 오포읍,37.3606333000,127.1579500000
